,wine_type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,sulphates_level_medium,sulphates_level_minimum
827,1,6.7,0.56,0.09,2.9,22.0,0.99669,3.46,0.61,10.2,5.0,1,0
828,1,10.4,0.26,0.48,1.9,10.0,0.99724,3.33,0.63,10.9,6.0,0,0
829,1,10.1,0.38,0.5,2.4,13.0,0.9964299999999999,3.22,0.65,11.6,7.0,1,0
830,1,8.5,0.34,0.44,1.7,12.0,0.99605,3.52,0.63,10.7,5.0,1,0
831,1,8.8,0.33,0.41,2.25,13.0,0.9965799999999999,3.3,0.62,12.1,7.0,1,0
832,1,8.45,0.41,0.3,2.1,72.0,0.997,3.44,0.52,9.4,5.0,1,0
833,1,8.4,0.405,0.29,2.6,119.0,0.9980100000000001,3.15,0.5,9.1,5.0,0,0
834,1,7.0,0.4,0.32,3.6,29.0,0.99695,3.28,0.49,11.3,5.0,0,0
835,1,12.2,0.45,0.31,1.4,6.0,0.9969,3.13,0.63,10.4,5.0,1,0
836,1,9.1,0.5,0.3,1.9,17.0,0.99774,3.32,0.71,10.5,6.0,0,0
837,1,9.5,0.51,0.26,1.9,28.0,0.9971200000000001,3.25,0.62,10.0,5.0,1,0
838,1,7.3,0.52,0.32,2.1,22.5,0.99418,3.34,0.82,12.9,6.0,0,0
839,1,7.4,0.58,0.29000000000000004,2.0,11.0,0.9956200000000001,3.45,0.58,11.3,6.0,1,0
840,1,7.35,0.34,0.39,1.4,7.0,0.9947,3.19,0.55,11.4,7.0,1,0
841,1,7.1,0.36,0.3,1.6,19.0,0.9969299999999999,3.44,0.5,9.4,5.0,0,0
842,1,7.7,0.39,0.345,1.7,27.0,0.9959600000000001,3.16,0.49,9.4,5.0,0,0
843,1,7.4,0.295,0.4,1.5,21.0,0.99556,3.14,0.51,9.4,5.0,1,0
844,1,7.1,0.34,0.28,2.0,68.0,0.99576,3.45,0.48,9.4,5.0,0,0
845,1,6.5,0.4,0.1,2.0,47.0,0.99554,3.36,0.48,9.4,6.0,0,0
846,1,10.0,0.35,0.45,2.0,88.0,0.99918,3.375,0.43,9.4,5.0,0,0
847,1,7.7,0.6,0.06,2.0,41.0,0.99697,3.39,0.62,10.1,6.0,1,0
848,1,5.6,0.66,0.0,2.2,11.0,0.9937799999999999,3.71,0.63,9.75,7.0,1,0
849,1,8.9,0.84,0.03,1.4,10.0,0.99554,3.12,0.48,9.1,6.0,0,0
850,1,6.4,0.69,0.0,1.65,12.0,0.9916200000000001,3.47,0.53,12.9,6.0,1,0
851,1,7.5,0.43,0.3,1.575,12.0,0.99495,3.44,0.72,11.5,7.0,0,0
852,1,9.9,0.35,0.38,1.5,47.0,0.9967600000000001,3.26,0.82,10.6,7.0,0,0
853,1,9.1,0.29,0.33,2.05,27.0,0.99516,3.26,0.84,11.7,7.0,0,0
854,1,6.8,0.36,0.32,1.8,8.0,0.9928,3.26,0.55,12.8,7.0,1,0
855,1,8.2,0.43,0.29,1.6,45.0,0.99603,3.25,0.54,10.3,7.0,1,0
856,1,9.1,0.3,0.34,2.0,25.0,0.99516,3.26,0.84,11.7,7.0,0,0
857,1,8.9,0.35,0.4,3.6,24.0,0.99549,3.23,0.7,12.0,7.0,1,0
858,1,9.0,0.32499999999999996,0.36,2.8,24.5,0.9972200000000001,3.18,0.68,10.9,7.0,1,0
859,1,8.9,0.28,0.45,1.7,12.0,0.99354,3.25,0.55,12.3,7.0,1,0
860,1,8.9,0.32,0.31,2.0,19.0,0.9957,3.17,0.55,10.4,6.0,1,0
861,1,7.7,1.005,0.15,2.1,32.0,0.9960399999999999,3.23,0.55,10.0,5.0,0,0
862,1,7.5,0.71,0.0,2.0,31.0,0.99635,3.225,0.58,10.0,6.0,1,0
863,1,8.0,0.58,0.16,2.0,29.0,0.99601,3.22,0.58,11.2,6.0,1,0
864,1,10.5,0.39,0.46,2.2,27.0,0.99598,3.06,0.84,11.4,6.0,0,0
865,1,8.9,0.38,0.4,2.2,28.0,0.9948600000000001,3.27,0.75,12.6,6.0,0,0
866,1,8.0,0.18,0.37,2.0,27.5,0.99542,2.89,0.44,12.7,6.0,0,0
867,1,7.0,0.5,0.14,1.8,23.0,0.99636,3.53,0.61,12.25,5.0,1,0
868,1,7.5,0.36,0.66,2.4,8.0,0.9964200000000001,3.2,0.53,11.9,6.0,1,0
869,1,7.0,0.51,0.09,2.1,9.0,0.99584,3.35,0.54,10.5,5.0,1,0
870,1,8.2,0.32,0.42,2.3,9.0,0.9950600000000001,3.27,0.55,12.3,6.0,1,0
871,1,7.7,0.58,0.01,1.8,18.0,0.9956799999999999,3.32,0.56,10.5,7.0,1,0
872,1,8.6,0.83,0.0,2.8,43.0,0.9982200000000001,3.33,0.56,10.4,6.0,1,0
873,1,7.9,0.31,0.005,1.9,36.0,0.99364,3.41,0.56,12.6,6.0,1,0
874,1,6.4,0.795,0.0,2.2,52.0,0.9937799999999999,3.49,0.52,11.6,6.0,1,0
875,1,7.2,0.34,0.21,2.5,68.0,0.9958600000000001,3.37,0.54,10.1,6.0,1,0
876,1,7.1,0.59,0.0,2.1,14.0,0.9948799999999999,3.42,0.55,11.5,7.0,1,0
877,1,7.3,0.55,0.01,1.8,15.0,0.9951399999999999,3.35,0.58,11.0,7.0,1,0
878,1,8.1,0.58,0.0,4.1,14.0,0.99553,3.36,0.53,9.6,5.0,1,0
879,1,7.5,0.57,0.08,2.6,27.0,0.99592,3.3,0.59,10.4,6.0,1,0
880,1,8.9,0.745,0.18,2.5,48.0,0.99739,3.2,0.47,9.7,6.0,0,0
881,1,10.1,0.37,0.34,2.4,17.0,0.9968299999999999,3.17,0.65,10.6,7.0,1,0
882,1,7.6,0.31,0.34,2.5,35.0,0.996775,3.22,0.59,12.5,7.0,1,0
883,1,7.3,0.39,0.34,1.8,56.0,0.99672,3.35,0.56,9.2,7.0,1,0
884,1,8.7,0.41,0.41,2.35,42.0,0.9953,3.24,0.77,12.6,7.0,0,0
885,1,8.9,0.5,0.21,2.2,39.0,0.99692,3.33,0.83,11.1,6.0,0,0
886,1,7.4,0.495,0.0,2.2,32.0,0.99756,3.58,0.67,10.2,5.0,1,0
887,1,6.9,0.49,0.19,1.7,26.0,0.9954700000000001,3.38,0.64,9.8,6.0,1,0
888,1,7.15,0.39,0.41,2.75,39.0,0.99859,3.29,0.655,10.9,7.0,0,0
889,1,6.4,0.39,0.33,3.3,53.0,0.9929399999999999,3.36,0.62,12.2,6.0,1,0
890,1,6.9,0.44,0.0,1.4,38.0,0.9943799999999999,3.32,0.58,11.4,6.0,1,0
891,1,7.6,0.435,0.0,1.7,45.0,0.9961200000000001,3.31,0.62,10.7,6.0,1,0
892,1,7.1,0.43,0.17,1.8,51.0,0.99634,3.315,0.64,10.4,6.0,1,0
893,1,9.3,0.49,0.36,1.7,14.0,0.99702,3.27,0.78,10.9,6.0,0,0
894,1,9.3,0.5,0.36,1.8,17.0,0.9970399999999999,3.27,0.77,10.8,6.0,0,0
895,1,8.5,0.46,0.59,1.4,45.0,0.99702,3.03,0.775,9.2,5.0,0,0
896,1,8.4,0.605,0.05,2.4,25.0,0.9925799999999999,3.56,0.55,12.9,5.0,1,0
897,1,8.3,0.33,0.42,2.3,20.0,0.99426,3.38,0.77,12.7,7.0,0,0
898,1,8.2,0.64,0.27,2.0,22.5,0.9974700000000001,3.13,0.62,12.399999999999999,6.0,1,0
899,1,8.9,0.48,0.53,4.0,10.0,0.9958600000000001,3.21,0.59,12.1,7.0,1,0
900,1,7.6,0.42,0.25,3.9,90.0,0.99784,3.15,0.57,9.1,5.0,1,0
901,1,9.9,0.53,0.57,2.4,52.0,0.9971,3.19,0.76,11.6,7.0,0,0
902,1,11.6,0.23,0.57,1.8,8.0,0.9981,3.14,0.7,9.9,6.0,1,0
903,1,9.1,0.4,0.5,1.8,16.0,0.9946200000000001,3.21,0.69,12.5,8.0,1,0
904,1,8.0,0.38,0.44,1.9,15.0,0.9956,3.3,0.64,11.4,6.0,1,0
905,1,10.2,0.29,0.65,1.95,17.0,0.99565,3.22,0.63,11.8,6.0,1,0
906,1,8.2,0.74,0.09,2.0,10.0,0.99418,3.28,0.57,11.8,6.0,1,0
907,1,7.7,0.61,0.18,2.4,20.0,0.9963,3.29,0.6,11.8,6.0,1,0
908,1,6.6,0.52,0.08,2.4,26.0,0.9935799999999999,3.4,0.72,12.5,7.0,0,0
909,1,7.85,0.565,0.53,2.2,10.0,0.99572,3.3,0.83,10.9,7.0,0,0
910,1,8.0,0.62,0.35,2.8,52.0,0.997,3.31,0.62,10.8,7.0,1,0
911,1,9.3,0.33,0.45,1.5,37.0,0.99498,3.18,0.89,11.1,7.0,0,0
912,1,7.5,0.77,0.2,2.3,92.0,0.99892,3.2,0.58,9.2,5.0,1,0
913,1,7.2,0.35,0.26,1.8,75.0,0.9968,3.4,0.58,9.5,6.0,1,0
914,1,8.0,0.62,0.33,2.7,37.0,0.9972,3.31,0.58,10.7,6.0,1,0
915,1,9.1,0.25,0.34,2.0,67.0,0.99769,3.44,0.86,10.2,6.0,0,0
916,1,9.9,0.32,0.56,2.0,8.0,0.99534,3.15,0.73,11.4,6.0,0,0
917,1,8.6,0.37,0.65,6.4,8.0,0.9981700000000001,3.27,0.58,11.0,5.0,1,0
918,1,7.9,0.3,0.68,8.3,8.0,0.99316,3.01,0.51,12.3,7.0,1,0
919,1,8.25,0.27,0.665,7.3500000000000005,8.0,0.99471,3.16,0.51,11.8,6.0,1,0
920,1,7.9,0.3,0.68,8.3,289.0,0.99316,3.01,0.51,12.3,7.0,1,0
921,1,7.2,0.38,0.3,1.8,70.0,0.99685,3.42,0.59,11.9,6.0,1,0
922,1,8.7,0.42,0.45,2.4,59.0,0.9961700000000001,3.33,0.77,12.0,6.0,0,0
923,1,6.8,0.48,0.08,1.8,64.0,0.99529,3.355,0.49,9.6,5.0,0,0
924,1,8.5,0.34,0.4,2.1,9.0,0.9973799999999999,3.38,0.66,11.6,7.0,1,0
925,1,7.9,0.19,0.42,1.6,30.0,0.9940000000000001,3.29,0.69,11.2,6.0,1,0
926,1,11.6,0.41,0.54,1.5,41.0,0.99735,3.02,0.76,11.399999999999999,7.0,0,0
927,1,10.0,0.26,0.54,1.9,74.0,0.99451,2.98,0.63,11.8,8.0,1,0
928,1,7.9,0.34,0.42,2.0,19.0,0.99546,3.35,0.6,11.4,6.0,1,0
929,1,7.0,0.325,0.09,2.0,16.0,0.99479,3.43,0.59,11.5,6.0,1,0
930,1,9.2,0.31,0.36,2.2,18.0,0.99615,3.33,0.595,12.0,6.0,0,0
931,1,6.6,0.725,0.09,2.35,17.0,0.99655,3.35,0.49,10.8,6.0,0,0
932,1,9.4,0.4,0.47,2.5,20.0,0.99772,3.15,0.5,10.5,5.0,0,0
933,1,8.6,0.52,0.38,1.5,18.0,0.99666,3.2,0.52,9.4,5.0,1,0
934,1,8.0,0.31,0.45,2.1,16.0,0.9935799999999999,3.15,0.81,12.5,7.0,0,0
935,1,8.4,0.34,0.42,2.1,36.0,0.99392,3.11,0.78,12.4,6.0,0,0
936,1,7.4,0.49,0.27,2.1,25.0,0.9938799999999999,3.35,0.63,12.0,6.0,1,0
937,1,6.1,0.48,0.09,2.1,30.0,0.9940200000000001,3.45,0.54,12.2,6.0,1,0
938,1,8.0,0.48,0.34,2.2,25.0,0.9936,3.28,0.66,12.4,6.0,1,0
939,1,6.3,0.57,0.28,2.1,49.0,0.99374,3.41,0.6,12.8,6.0,1,0
940,1,8.2,0.23,0.42,1.9,17.0,0.9937600000000001,3.21,0.54,12.3,6.0,1,0
941,1,9.1,0.3,0.41,2.0,24.0,0.99523,3.27,0.5700000000000001,11.7,7.0,0,0
942,1,8.1,0.78,0.415,2.05,13.0,0.99855,3.36,0.49,9.5,5.0,0,0
943,1,10.8,0.47,0.43,2.1,19.0,0.9982,3.17,0.76,10.8,6.0,0,0
944,1,8.3,0.53,0.0,1.4,14.0,0.99593,3.25,0.64,10.0,6.0,1,0
945,1,5.4,0.42,0.27,2.0,55.0,0.99471,3.27,0.64,12.3,6.0,1,0
946,1,7.9,0.33,0.41,1.5,35.0,0.9939600000000001,3.29,0.71,11.0,6.0,0,0
947,1,8.9,0.24,0.39,1.6,10.0,0.99698,3.12,0.59,9.5,6.0,1,0
948,1,5.0,0.4,0.5,2.05,80.0,0.9902,3.49,0.66,13.6,6.0,1,0
949,1,7.0,0.69,0.07,2.5,21.0,0.99572,3.38,0.6,11.3,6.0,1,0
950,1,7.1,0.39,0.12,2.1,24.0,0.9925200000000001,3.3,0.53,13.3,6.0,1,0
951,1,5.6,0.66,0.0,2.5,15.0,0.99256,3.52,0.58,12.9,5.0,1,0
952,1,7.9,0.54,0.06,2.5,17.0,0.99235,3.2,0.565,13.1,8.0,0,0
953,1,6.6,0.5,0.0,1.8,28.0,0.992455,3.44,0.55,12.3,6.0,1,0
954,1,6.3,0.47,0.0,1.4,33.0,0.9922,3.45,0.48,12.3,6.0,0,0
955,1,6.55,0.4,0.0,1.9,29.0,0.99674,3.12,0.65,11.2,6.0,1,0
956,1,6.5,0.58,0.0,2.2,28.0,0.9955700000000001,3.62,0.62,11.5,4.0,1,0
957,1,8.8,0.24,0.35,1.7,27.0,0.9939399999999999,3.14,0.59,11.3,7.0,1,0
958,1,5.8,0.29,0.26,1.7,11.0,0.9915,3.39,0.54,11.5,6.0,1,0
959,1,6.3,0.76,0.29500000000000004,2.9,52.0,0.99379,3.51,0.6,11.5,6.0,1,0
960,1,10.0,0.43,0.33,2.7,89.0,0.9984,3.22,0.68,10.0,6.0,1,0
961,1,10.5,0.43,0.35,3.3,70.0,0.99798,3.21,0.69,10.5,6.0,1,0
962,1,9.1,0.6,0.0,1.9,10.0,0.9977,3.18,0.63,10.4,6.0,1,0
963,1,5.9,0.19,0.21,1.7,135.0,0.99341,3.32,0.44,9.5,5.0,0,0
964,1,7.4,0.36,0.34,1.8,38.0,0.9933,3.38,0.88,13.6,7.0,0,0
965,1,7.2,0.48,0.07,1.75,18.0,0.99684,3.37,0.68,11.2,7.0,1,0
966,1,8.5,0.28,0.35,1.7,15.0,0.99524,3.375,0.74,11.8,7.0,0,0
967,1,8.0,0.25,0.43,1.7,16.5,0.9946,3.38,0.6,11.9,6.0,1,0
968,1,10.4,0.52,0.45,2.0,13.0,0.99774,3.22,0.76,11.4,6.0,0,0
969,1,7.5,0.41,0.15,2.0,94.0,0.9978600000000001,3.14,0.58,9.1,6.0,1,0
970,1,8.2,0.51,0.24,2.0,86.0,0.99764,3.34,0.64,9.5,6.0,1,0
971,1,7.3,0.4,0.3,1.7,79.0,0.9969,3.41,0.65,9.5,6.0,1,0
972,1,8.2,0.38,0.32,2.5,71.0,0.99624,3.27,0.65,11.0,6.0,0,0
973,1,6.9,0.45,0.3,2.4,12.0,0.99648,3.3,0.65,11.4,6.0,1,0
974,1,7.0,0.22,0.3,2.3499999999999996,20.0,0.99672,3.61,0.82,10.0,6.0,0,0
975,1,7.3,0.32,0.23,2.3,70.0,0.9958799999999999,3.43,0.62,10.1,6.0,1,0
976,1,8.2,0.2,0.43,2.5,51.0,0.99672,3.53,0.81,10.4,6.0,0,0
977,1,7.8,0.5,0.12,1.8,21.0,0.996,3.28,0.87,9.8,6.0,0,0
978,1,8.0,0.41,0.45,2.25,14.0,0.99702,3.21,0.49,11.8,6.0,0,0
979,1,7.8,0.39,0.42,2.0,21.0,0.99526,3.39,0.66,11.6,6.0,1,0
980,1,10.0,0.35,0.47,2.0,11.0,0.99585,3.23,0.52,12.0,6.0,1,0
981,1,8.2,0.33,0.32,2.8,12.0,0.9947299999999999,3.3,0.76,12.8,6.0,0,0
982,1,6.1,0.58,0.23,2.5,70.0,0.9935200000000001,3.46,0.65,12.5,6.0,1,0
983,1,8.3,0.6,0.25,2.2,38.0,0.99616,3.15,0.53,9.8,5.0,1,0
984,1,9.6,0.58,0.35,2.1,38.0,0.9962200000000001,3.23,0.66,11.1,6.0,1,0
985,1,6.6,0.58,0.0,2.2,63.0,0.99544,3.59,0.68,11.4,6.0,1,0
986,1,8.5,0.18,0.51,2.1,88.0,0.99524,3.33,0.76,11.8,7.0,0,0
987,1,5.1,0.51,0.18,2.1,101.0,0.99534,3.46,0.87,12.9,7.0,0,0
988,1,6.7,0.41,0.43,2.8,54.0,0.99572,3.42,1.16,10.6,6.0,0,0
989,1,10.2,0.41,0.43,2.2,37.0,0.9972799999999999,3.16,0.67,10.8,5.0,1,0
990,1,10.6,0.36,0.43,2.3,20.0,0.9967600000000001,3.14,0.72,11.1,7.0,0,0
991,1,8.8,0.45,0.43,2.25,21.0,0.99551,3.1500000000000004,0.75,10.2,6.0,0,0
992,1,8.5,0.32,0.42,2.3,19.0,0.99434,3.14,0.71,11.8,7.0,0,0
993,1,9.0,0.445,0.425,1.7,21.0,0.99692,3.29,0.67,10.0,5.0,1,0
994,1,8.5,0.44,0.5,1.9,38.0,0.99634,3.01,1.1,9.4,5.0,0,0
995,1,9.9,0.54,0.26,2.0,60.0,0.9970899999999999,2.94,0.98,10.2,5.0,0,0
996,1,8.2,0.33,0.39,2.5,48.0,0.9952799999999999,3.32,0.88,12.4,7.0,0,0
997,1,6.5,0.34,0.27,2.8,44.0,0.99384,3.21,0.56,12.0,6.0,1,0
998,1,7.6,0.35,0.29,2.3,14.0,0.9950200000000001,3.32,0.62,11.5,6.0,1,0
999,1,9.2,0.36,0.34,1.6,12.0,0.9966700000000001,3.2,0.67,10.5,6.0,1,0
1000,1,7.1,0.59,0.0,2.2,15.0,0.9952200000000001,3.42,0.68,10.8,6.0,1,0
1001,1,9.7,0.42,0.46,2.1,16.0,0.99649,3.27,0.74,12.3,6.0,0,0
1002,1,7.6,0.36,0.31,2.1500000000000004,65.0,0.99716,3.46,0.62,9.5,6.0,1,0
1003,1,6.5,0.61,0.0,2.2,59.0,0.99541,3.61,0.7,11.5,6.0,1,0
1004,1,6.5,0.88,0.03,2.3,47.0,0.99572,3.58,0.5,11.2,4.0,0,0
1005,1,7.1,0.66,0.0,2.4,11.0,0.99318,3.5949999999999998,0.66,11.45,7.0,1,0
1006,1,5.6,0.915,0.0,2.1,78.0,0.99346,3.68,0.73,11.4,5.0,0,0
1007,1,8.2,0.35,0.33,2.4,47.0,0.9959899999999999,3.27,0.81,11.0,6.0,0,0
1008,1,9.8,0.39,0.43,1.65,11.0,0.9947799999999999,3.19,0.77,11.4,5.0,0,0
1009,1,10.2,0.4,0.4,2.5,54.0,0.99754,3.38,0.86,10.5,6.0,0,0
1010,1,6.8,0.66,0.07,1.6,61.0,0.99572,3.29,0.6,9.3,5.0,1,0
1011,1,6.7,0.64,0.23,2.1,57.5,0.9953799999999999,3.36,0.7,10.9,5.0,1,0
1012,1,7.0,0.43,0.3,2.0,39.0,0.9955499999999999,3.33,0.46,11.9,5.0,0,0
1013,1,6.6,0.8,0.03,2.05,12.0,0.9963,3.3449999999999998,0.5,12.2,5.0,0,0
1014,1,8.8,0.955,0.05,1.8,19.0,0.99616,3.3,0.44,12.05,4.0,0,0
1015,1,9.1,0.8425,0.04,4.6,20.0,0.9965200000000001,3.28,0.57,12.5,6.0,1,0
1016,1,6.5,0.885,0.0,2.3,12.0,0.99551,3.56,0.51,10.8,5.0,1,0
1017,1,7.2,0.25,0.37,2.5,16.0,0.99439,3.52,0.54,12.4,7.0,0,0
1018,1,6.4,0.885,0.0,2.3,12.0,0.99551,3.56,0.51,10.8,5.0,1,0
1019,1,7.0,0.745,0.12,1.8,64.0,0.9958799999999999,3.52,0.59,9.5,6.0,1,0
1020,1,6.2,0.43,0.22,1.8,56.0,0.9963299999999999,3.52,0.6,9.5,6.0,1,0
1021,1,7.9,0.58,0.23,2.3,94.0,0.9968600000000001,3.21,0.58,9.5,6.0,1,0
1022,1,7.7,0.57,0.21,1.5,9.0,0.9945799999999999,3.16,0.54,9.8,6.0,1,0
1023,1,7.7,0.26,0.26,2.0,77.0,0.9951,3.15,0.56,10.9,6.0,0,0
1024,1,7.9,0.34,0.36,1.9,10.0,0.99419,3.27,0.54,11.2,7.0,1,0
1025,1,8.6,0.42,0.39,1.8,12.0,0.99516,3.35,0.69,11.7,8.0,1,0
1026,1,9.9,0.39,0.19,2.0,76.0,0.99525,3.14,0.55,11.1,5.0,1,0
1027,1,7.2,0.36,0.46,2.1,44.0,0.99534,3.4,0.85,11.0,7.0,0,0
1028,1,9.9,0.72,0.55,1.7,52.0,0.9975200000000001,3.35,0.94,10.0,5.0,0,0
1029,1,6.2,0.39,0.43,2.0,24.0,0.9942799999999999,3.45,0.87,11.2,7.0,0,0
1030,1,6.8,0.65,0.02,2.1,15.0,0.99498,3.35,0.62,10.4,6.0,1,0
1031,1,6.6,0.44,0.15,2.1,19.5,0.9957,3.32,0.62,9.3,5.0,1,0
1032,1,9.6,0.38,0.42,1.9,13.0,0.99659,3.15,0.75,10.5,6.0,0,0
1033,1,10.2,0.33,0.46,1.9,9.0,0.9962799999999999,3.1,0.48,10.4,6.0,0,0
1034,1,8.8,0.27,0.46,2.1,29.0,0.996435,3.26,0.56,11.3,6.0,1,0
1035,1,7.9,0.335,0.31,2.0,79.0,0.99677,3.29,0.69,9.5,6.0,1,0
1036,1,8.2,0.34,0.37,1.9,74.0,0.99408,3.23,0.81,12.0,6.0,0,0
1037,1,8.2,0.4,0.31,1.9,24.0,0.996,3.24,0.69,10.6,6.0,1,0
1038,1,9.0,0.39,0.4,1.85,50.0,0.9947799999999999,3.2,0.83,10.9,6.0,0,0
1039,1,8.6,0.32,0.52,1.8,44.0,0.99734,3.28,0.77,11.5,6.0,0,0
1040,1,8.1,0.53,0.22,2.2,89.0,0.9967799999999999,3.26,0.765,9.6,6.0,0,0
1041,1,10.5,0.36,0.47,2.2,23.0,0.9963799999999999,3.23,0.76,12.0,6.0,0,0
1042,1,12.6,0.39,0.49,2.5,20.0,0.9992,3.07,0.82,10.3,6.0,0,0
1043,1,9.2,0.46,0.23,2.6,77.0,0.9992200000000001,3.15,0.51,9.4,5.0,1,0
1044,1,7.5,0.58,0.03,2.55,46.0,0.99592,3.02,0.47,9.2,5.0,0,0
1045,1,9.0,0.58,0.25,2.0,21.0,0.99769,3.27,0.72,9.6,5.0,0,0
1046,1,5.1,0.42,0.0,1.8,88.0,0.99655,3.68,0.73,9.55,5.0,0,0
1047,1,7.6,0.43,0.29,2.1,66.0,0.99718,3.4,0.64,9.5,5.0,1,0
1048,1,7.7,0.18,0.34,2.7,58.0,0.9947,3.37,0.78,11.8,6.0,0,0
1049,1,7.8,0.815,0.315,2.6,90.0,0.99621,3.38,0.62,10.8,5.0,1,0
1050,1,7.75,0.23,0.37,2.2,36.0,0.9961399999999999,3.375,0.49,9.3,4.0,0,0
1051,1,7.1,0.75,0.01,2.2,18.0,0.99593,3.39,0.4,12.8,6.0,0,0
1052,1,6.0,0.33,0.32,2.2,27.0,0.99572,3.3,0.56,11.5,4.0,1,0
1053,1,7.8,0.55,0.0,1.7,17.0,0.99659,3.26,0.64,9.4,6.0,1,0
1054,1,8.1,0.73,0.0,2.5,24.0,0.99798,3.38,0.46,9.6,4.0,0,0
1055,1,6.5,0.67,0.0,2.1,20.0,0.9948799999999999,3.45,0.56,9.5,4.0,1,0
1056,1,7.5,0.61,0.2,1.7,60.0,0.9949399999999999,3.1,0.4,9.3,5.0,0,0
1057,1,9.8,0.37,0.39,2.5,65.0,0.99491,3.16,0.59,9.8,5.0,1,0
1058,1,9.0,0.4,0.41,2.0,40.0,0.9941399999999999,3.22,0.6,9.65,5.0,1,0
1059,1,8.3,0.56,0.22,2.4,86.0,0.9983,3.37,0.62,9.5,5.0,1,0
1060,1,5.9,0.29,0.25,2.2,160.0,0.99721,3.33,0.54,10.3,6.0,1,0
1061,1,7.4,0.55,0.19,1.8,34.0,0.99655,3.49,0.68,10.5,5.0,1,0
1062,1,7.4,0.74,0.07,1.7,48.0,0.9950200000000001,3.12,0.48,10.0,5.0,0,0
1063,1,6.9,0.41,0.33,2.2,36.0,0.9949,3.41,0.75,11.1,6.0,0,0
1064,1,7.1,0.6,0.01,2.3,37.0,0.9951399999999999,3.4,0.61,10.9,6.0,1,0
1065,1,7.5,0.58,0.14,2.2,60.0,0.9963,3.4050000000000002,0.59,9.8,5.0,1,0
1066,1,7.1,0.72,0.0,1.8,14.0,0.9962700000000001,3.45,0.58,9.8,5.0,1,0
1067,1,7.9,0.66,0.0,1.4,13.0,0.996275,3.43,0.58,9.5,5.0,1,0
1068,1,7.8,0.7,0.01,1.9,35.0,0.9962799999999999,3.4,0.69,10.9,5.0,1,0
1069,1,7.65,0.64,0.02,2.4,46.0,0.9935799999999999,3.47,0.45,11.0,5.0,0,0
1070,1,7.5,0.59,0.22,1.8,60.0,0.9949899999999999,3.1,0.42,10.95,5.0,0,0
1071,1,7.0,0.58,0.28,2.55,69.0,0.9963299999999999,3.32,0.7,11.0,6.0,1,0
1072,1,6.8,0.64,0.0,2.7,33.0,0.9953799999999999,3.44,0.63,11.3,6.0,1,0
1073,1,6.9,0.635,0.68,1.8,56.0,0.9963200000000001,3.02,0.665,11.1,5.0,0,0
1074,1,6.3,1.02,0.0,2.0,24.0,0.9943700000000001,3.59,0.55,11.2,4.0,1,0
1075,1,9.8,0.45,0.38,2.5,66.0,0.99726,3.15,0.58,9.8,5.0,1,0
1076,1,8.2,0.78,0.0,2.2,26.0,0.9978,3.37,0.46,9.6,4.0,0,0
1077,1,8.5,0.37,0.32,1.8,51.0,0.99456,3.38,0.72,10.05,6.0,0,0
1078,1,7.2,0.57,0.05,2.3,36.0,0.99564,3.38,0.6,10.3,6.0,1,0
1079,1,10.4,0.43,0.5,2.3,19.0,0.996,3.38,0.87,11.4,6.0,0,0
1080,1,6.9,0.41,0.31,2.0,51.0,0.9966799999999999,3.47,0.55,9.5,6.0,1,0
1081,1,5.5,0.49,0.03,1.8,87.0,0.9908,3.5,0.82,14.0,6.0,0,0
1082,1,5.0,0.38,0.01,1.6,60.0,0.9908399999999999,3.7,0.75,14.0,6.0,0,0
1083,1,7.3,0.44,0.02,1.6,64.0,0.9935,3.38,0.57,11.7,6.0,1,0
1084,1,5.9,0.46,0.0,1.9,44.0,0.99385,3.5,0.53,11.2,5.0,1,0
1085,1,7.5,0.58,0.2,2.0,44.0,0.9949399999999999,3.1,0.53,11.2,5.0,0,0
1086,1,7.8,0.58,0.13,2.1,36.0,0.9944,3.24,0.53,11.2,6.0,1,0
1087,1,8.0,0.715,0.22,2.3,81.0,0.9968799999999999,3.24,0.54,9.5,6.0,1,0
1088,1,8.5,0.4,0.4,2.2,10.0,0.99566,3.28,0.56,12.0,6.0,1,0
1089,1,7.0,0.69,0.0,1.9,10.0,0.99636,3.35,0.6,9.7,6.0,1,0
1090,1,9.8,0.3,0.39,1.7,9.0,0.9948,3.14,0.57,11.5,7.0,1,0
1091,1,7.1,0.46,0.2,1.9,16.0,0.9956,3.37,0.64,10.4,6.0,1,0
1092,1,7.9,0.765,0.0,2.0,22.0,0.9961899999999999,3.33,0.68,10.9,6.0,1,0
1093,1,8.7,0.63,0.28,2.7,69.0,0.99734,3.26,0.63,10.2,6.0,1,0
1094,1,7.0,0.42,0.19,2.3,36.0,0.9947600000000001,3.39,0.56,10.9,5.0,1,0
1095,1,11.3,0.37,0.5,1.8,47.0,0.99734,3.15,0.57,10.5,5.0,1,0
1096,1,7.1,0.16,0.44,2.5,31.0,0.9932799999999999,3.35,0.54,12.4,5.0,1,0
1097,1,8.0,0.6,0.08,2.6,7.0,0.9928600000000001,3.22,0.37,13.0,5.0,0,0
1098,1,7.0,0.6,0.3,2.55,21.5,0.9991399999999999,3.3,0.565,10.2,5.0,0,0
